title,authors,year,venue,doi,url,citation_count,semantic_scholar_id,fields_of_study,s2_fields_of_study
Known Unknowns and Unknown Unknowns: Designing a Scalable Adverse Event Reporting System for AI,"Lindsey A. Gailmard, Drew Spence, Christie Lawrence, Daniel E. Ho",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36607,https://www.semanticscholar.org/paper/ae1276434dc74501a182f57e02d1f54212c747fc,1,ae1276434dc74501a182f57e02d1f54212c747fc,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]"
The ‘Wild West’ of Medicine: Exploring the Emergence of ‘Grassroots’ AI Governance in Radiology,"Bhargavi Ganesh, Danielle Schiff, Stuart Anderson",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36608,https://www.semanticscholar.org/paper/31c3be0c5c574c0f7b730f52b29c17c1f1a42f80,0,31c3be0c5c574c0f7b730f52b29c17c1f1a42f80,,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Systemizing Multiplicity: The Curious Case of Arbitrariness in Machine Learning,"Prakhar Ganesh, Afaf Taïk, Golnoosh Farnadi",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36609,https://www.semanticscholar.org/paper/77a561a1f26eb0f58359b6795b187d4cce50ca41,16,77a561a1f26eb0f58359b6795b187d4cce50ca41,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
The Politics of AI Systems Are Inextricable from Their Supply Chains: Public Values Versus the Digital Political Economy,Ben Gansky,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36610,https://www.semanticscholar.org/paper/66d6d65580ded3ba0d4df137861d46b0b8a6ba3e,0,66d6d65580ded3ba0d4df137861d46b0b8a6ba3e,,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Explanation Difference: Bridging Procedural and Distributional Fairness,"Joe Germino, Yuying Zhao, Tyler Derr, Nuno Moniz, Nitesh V. Chawla",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36612,https://www.semanticscholar.org/paper/245a490a62dcae754d5dd74c39cdaa5fb7cba41a,0,245a490a62dcae754d5dd74c39cdaa5fb7cba41a,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
Embodied AI at the Margins: Postcolonial Ethics for Intelligent Robotic Systems,"Atmadeep Ghoshal, Martim Brandao, Ruba Abu-Salma, Sanjay Modgil",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36615,https://www.semanticscholar.org/paper/22c6bfa988f544c9ca579117694e6584921a726e,0,22c6bfa988f544c9ca579117694e6584921a726e,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
From Efficiency to Equity: Measuring Fairness in Preference Learning,"S. Gowaikar, Hugo Berard, Rashid A. Mushkani, Shin Koseki",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36616,https://www.semanticscholar.org/paper/71e1999eccbd7ecef15ebb7fa1b8840b48850986,0,71e1999eccbd7ecef15ebb7fa1b8840b48850986,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]"
AI Managing Agent-Based Healthcare Processes,"Simon Grange, Pearl Rwauya, Safa Alameri, Rami Bahsoon",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36617,https://www.semanticscholar.org/paper/fb1c1a569339542bc076eb9e8ea523241184be65,0,fb1c1a569339542bc076eb9e8ea523241184be65,,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
A Longitudinal Randomized Control Study of Companion Chatbot Use: Anthropomorphism and Its Mediating Role on Social Impacts,"Rose E. Guingrich, Michael S. A. Graziano",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36618,https://www.semanticscholar.org/paper/d521f741cc3061374d1d2f4bfb35ca1cc432ce5b,3,d521f741cc3061374d1d2f4bfb35ca1cc432ce5b,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Beauty and the Bias: Exploring the Impact of Attractiveness on Multimodal Large Language Models,"Aditya Gulati, Moreno D'Incà, N. Sebe, Bruno Lepri, Nuria Oliver",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36619,https://www.semanticscholar.org/paper/7aeb78240e3e0260aab0795c0b4a599dc18ef75b,1,7aeb78240e3e0260aab0795c0b4a599dc18ef75b,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
Exposing AI Bias by Crowdsourcing: Democratizing Critique of Large Language Models,"Hangzhi Guo, Pranav Narayanan Venkit, Eunchae Jang, Mukund Srinath, Wenbo Zhang, Bonam Mingole, Vipul Gupta, Kush R. Varshney, S. S. Sundar, Amulya Yadav",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36620,https://www.semanticscholar.org/paper/2ebf8b3225ce270ed095194724e4d6cb17506bbc,3,2ebf8b3225ce270ed095194724e4d6cb17506bbc,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
"Bubble, Bubble, AI's Rumble: Why Global Financial Regulatory Incident Reporting is Our Shield Against Systemic Stumbles","Anchal Gupta, Gleb Pappyshev, James T Kwok",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36621,https://www.semanticscholar.org/paper/304cef34890f160a58ad092ef022e696b0b61fe7,0,304cef34890f160a58ad092ef022e696b0b61fe7,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]"
"S-DAT: A Multilingual, GenAI-Driven Framework for Automated Divergent Thinking Assessment","Jennifer Haase, P. Hanel, S. Pokutta",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36622,https://www.semanticscholar.org/paper/f72258bcfd4872ba5425b799297f6be21a4e7a40,4,f72258bcfd4872ba5425b799297f6be21a4e7a40,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
“Stealing Is Wrong… and Too Hard to Pull Off Successfully”: Inclusion of Normative Versus Capacity Information in Robot Command Rejection,"Alyssa Hanson, Gordon Briggs, Ruchen Wen, Yifei Zhu, Tom Williams",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36623,https://www.semanticscholar.org/paper/1798d544423983f06687f12838936e73a911a2c6,0,1798d544423983f06687f12838936e73a911a2c6,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
Responsible AI in Media Organizations: Four Case Studies Implementing Ethical Tools in Practice,"M. Harbers, Sophie Horsman, Pascal Wiggers, Huib Aldewereld, Márcio Fuckner, Coert van Gemeren, Oumaima Hajri, Floor Schukking, Nathalie Stembert",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36624,https://www.semanticscholar.org/paper/c48b3e46de0b3216dd78e86692ead069a7f6b82d,0,c48b3e46de0b3216dd78e86692ead069a7f6b82d,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
The Model Hears You: Audio Language Model Deployments Should Consider the Principle of Least Privilege,"Luxi He, Xiangyu Qi, Michel Liao, Inyoung Cheong, Prateek Mittal, Danqi Chen, Peter Henderson",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36625,https://www.semanticscholar.org/paper/e95e8bf90dfb2b5fc1ff401ba5a6ff9764c30c8a,1,e95e8bf90dfb2b5fc1ff401ba5a6ff9764c30c8a,"['Computer Science', 'Engineering']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Engineering', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]"
Comparing Human and LLM Ethical Analyses: A Case Study in Computational Social Science Research,"S. Hey, Julie Walsh, Eni Mustafaraj",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36626,https://www.semanticscholar.org/paper/19e0b3f0c5bba75497e31ff265aaa0fc64693e23,0,19e0b3f0c5bba75497e31ff265aaa0fc64693e23,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
Complete Categorization of Instinct-Exploiting Data-Explanations and Their Generation with Large-Language Models,"Taro Higuchi, Einoshin Suzuki",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36627,https://www.semanticscholar.org/paper/2880746fe2c403f253a1eda74548f3d657d1b751,0,2880746fe2c403f253a1eda74548f3d657d1b751,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
"AI Supply Chains: An Emerging Ecosystem of AI Actors, Products, and Services","Aspen Hopkins, Sarah H. Cen, Andrew Ilyas, Isabella Struckman, Luis Videgaray, Aleksander Ma̧dry",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36628,https://www.semanticscholar.org/paper/79e7fd4923245fafc2657136c2659889ebb9aeba,8,79e7fd4923245fafc2657136c2659889ebb9aeba,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
How LLM Counselors Violate Ethical Standards in Mental Health Practice: A Practitioner-Informed Framework,"Zainab Iftikhar, A. Xiao, Sean Ransom, Jeff Huang, Harini Suresh",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36632,https://www.semanticscholar.org/paper/74276e2ea283f01e6f8015dd68f2a06af6f30f45,18,74276e2ea283f01e6f8015dd68f2a06af6f30f45,,"[{'category': 'Psychology', 'source': 's2-fos-model'}]"
An Adaptive Responsible AI Governance Framework for Decentralized Organizations,"K. Meimandi, Anka Reuel, Gabriela Aranguiz-Dias, Hatim Rahama, A. Ayadi, Xavier Boullier, J'er'emy Verdo, Louis Montanie, Mykel J. Kochenderfer",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36633,https://www.semanticscholar.org/paper/d3f5d8ee1ce59394da745760344b3dcf06cc43ca,1,d3f5d8ee1ce59394da745760344b3dcf06cc43ca,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]"
"Exporting Autonomy, Importing Dependency: The Geopolitical Work of “Sovereign AI”",Heesoo Jang,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36634,https://www.semanticscholar.org/paper/362dad6035aa05b8d3f03984aa8981b7dd51917e,1,362dad6035aa05b8d3f03984aa8981b7dd51917e,,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
On the Misalignment Between Legal Notions and Statistical Metrics of Intersectional Fairness,"D. D. Kanubala, Isabel Valera",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36637,https://www.semanticscholar.org/paper/e8331cefcff45096f6f58163de9aef3cf17da37d,0,e8331cefcff45096f6f58163de9aef3cf17da37d,,"[{'category': 'Law', 'source': 's2-fos-model'}]"
Unintended Impacts of Automation for Integration? Simulating Integration Outcomes of Algorithm-Based Refugee Allocation in Germany,"Jakob Kappenberger, Clara Strasser Ceballos, Frederic Gerdon, Daria Szafran, Florian Rupp, Kai Eckert, Heiner Stuckenschmidt, Ruben L. Bach, Frauke Kreuter, Christoph Kern",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36638,https://www.semanticscholar.org/paper/adc56a308913051744511bb1a1b56bd291d63fe2,0,adc56a308913051744511bb1a1b56bd291d63fe2,,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Models and Algorithms for Balancing Efficiency and Equity in Vaccine Allocation,"Jeffrey Keithley, Madeline Bonner, Sriram V. Pemmaraju",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36639,https://www.semanticscholar.org/paper/a84253c68c2c4003d8fc13190ccb142f483eb53c,0,a84253c68c2c4003d8fc13190ccb142f483eb53c,,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Burying the Lead: Adjusting Goals to Manage Functional Limitations of AI Tools in Healthcare,"Jacqueline Kernahan, Richard Bartels, Mark de Reuver, Daniel L. Oberski, Roel Dobbe",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36640,https://www.semanticscholar.org/paper/f5f4c270b5abe66d09c4e7bdb037bfb0f8fb64f4,0,f5f4c270b5abe66d09c4e7bdb037bfb0f8fb64f4,,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Reflective Agency: Ethical and Empirical Framework for AI-Mediated Self-Reflection Systems,"Minsol Kim, Wendy Wang, Jennifer Long, Rosalind W. Picard, Nathan Barczi, Pattie Maes",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36644,https://www.semanticscholar.org/paper/a63262464366f7c5a6af78c2308cbd6810176f75,1,a63262464366f7c5a6af78c2308cbd6810176f75,,"[{'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
The AI Power Disparity Index: Toward a Compound Measure of AI Actors’ Power to Shape the AI Ecosystem,"Rachel M. Kim, Blaine Kuehnert, Seth Lazar, Ranjit Singh, Hoda Heidari",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36645,https://www.semanticscholar.org/paper/74082f65fd75df3747b8cd00c43d1104eb6bc2ca,0,74082f65fd75df3747b8cd00c43d1104eb6bc2ca,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Legal Affiliates’ Views on Algorithmic Decision Making,"S. Kleanthous, Maria Kasinidou",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36647,https://www.semanticscholar.org/paper/2045d2d033feefb69130dc925b58ba8de70f4d9b,0,2045d2d033feefb69130dc925b58ba8de70f4d9b,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
"Matters of Explanation: Rethinking Explainability with Tangible, Embodied, Material Interactions","Goda Klumbytė, Claude Draude",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36648,https://www.semanticscholar.org/paper/42eda698f3e3ebbe72c846e6aa0cd89151f1b2f5,0,42eda698f3e3ebbe72c846e6aa0cd89151f1b2f5,,"[{'category': 'Art', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
GRAILS - A Framework for Embedding Ethical Safeguards in Software Applications for Responsible AI,"Apurva Kulkarni, Chandrashekar Ramanathan",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36650,https://www.semanticscholar.org/paper/8c1f7bba286886720e417d8b0b88a1378d32d835,0,8c1f7bba286886720e417d8b0b88a1378d32d835,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]"
Labeling in Their Shoes: Improving Text Annotation with Cognitive Empathy Priming (Extended Abstract),"Sung Hyun Kwon, Jessica Clark, I. Hann, Jui Ramaprasad",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36652,https://www.semanticscholar.org/paper/81f9d59edca065e40eb1166b59d18d041f9130f4,0,81f9d59edca065e40eb1166b59d18d041f9130f4,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
"Govern with, Not For: Understanding the Stuttering Community’s Preferences and Goals for Speech AI Data Governance in the US and China","Jingjin Li, Peiyao Liu, Rebecca Lietz, Ningjing Tang, Norman Makoto Su, Shaomei Wu",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36654,https://www.semanticscholar.org/paper/ba409da3be97156f68078858549554a15b0579a5,1,ba409da3be97156f68078858549554a15b0579a5,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
"AI, Normality, and Oppressive Things (Extended Abstract)","Ting-an Lin, Linus Ta-Lun Huang",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36656,https://www.semanticscholar.org/paper/cf1622d0bcb3767bad3be646efbc0aa28409ea5b,0,cf1622d0bcb3767bad3be646efbc0aa28409ea5b,,"[{'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Reward-on-the-Line: A Novel Offline Reinforcement Learning Method for Building Legal Conversational Agents,"Xubo Lin, Mingze Wang, Grace Hui Yang, Daniel Chen",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36657,https://www.semanticscholar.org/paper/0d068fcaade4a9f67cffb6735c1a096eb75d6653,0,0d068fcaade4a9f67cffb6735c1a096eb75d6653,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
The Heterogeneous Effects of AI Companionship: An Empirical Model of Chatbot Usage and Loneliness and a Typology of User Archetypes,"Auren R. Liu, Pat Pataranutaporn, Pattie Maes",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36658,https://www.semanticscholar.org/paper/5f9b244ff421ed4964c31fdcb2412bc22cffafee,4,5f9b244ff421ed4964c31fdcb2412bc22cffafee,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
Understanding Endogenous Data Drift in Adaptive Models with Recourse-Seeking Users,"Bo-Yi Liu, Zhi-Xuan Liu, Kuan Lun Chen, Shih-Yu Tsai, Jie Gao, Hao-Tsung Yang",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36659,https://www.semanticscholar.org/paper/43da4f7cc182fb6aff18990001bf110c090b1bec,0,43da4f7cc182fb6aff18990001bf110c090b1bec,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Privacy in Image Datasets: A Case Study on Pregnancy Ultrasounds,"Rawisara Lohanimit, Yankun Wu, Amelia Katirai, Yuta Nakashima, Noa Garcia",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36661,https://www.semanticscholar.org/paper/0e155d471a7fe9004d4494b76fcca4fee45f1ffe,0,0e155d471a7fe9004d4494b76fcca4fee45f1ffe,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]"
Value Creation and Value Capture in AI: A Triple Helix Model,Antoni Lorente,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36662,https://www.semanticscholar.org/paper/5fc51729bca7061bd6e7881163357282bbcc1d53,0,5fc51729bca7061bd6e7881163357282bbcc1d53,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]"
Anthropomorphism as Social Affordance: Charting the Co-Animation of Chatbots into Social “Agents”,"Takuya Maeda, L. Stark",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36664,https://www.semanticscholar.org/paper/afee6c11d3cdf15d52305d8ebfcb5b271255598a,1,afee6c11d3cdf15d52305d8ebfcb5b271255598a,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
Mapping Moral Reasoning in LLMs: A Multi-Dimensional Analysis of Safety Principle Conflicts,Sachit Mahajan,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36665,https://www.semanticscholar.org/paper/5f78f054cbbf044d929153bf12bc9ffa8864009f,1,5f78f054cbbf044d929153bf12bc9ffa8864009f,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
Methodological Considerations for Centering Workers’ Epistemic Authority in AI Research,"Milagros Miceli, A. Dinika, Krystal Kauffman, Camilla Salim Wagner, Laurenz Sachenbacher, Alex Hanna, Timnit Gebru",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36667,https://www.semanticscholar.org/paper/0290b56d2636170469ac4b1a9b85846787a8d1c4,3,0290b56d2636170469ac4b1a9b85846787a8d1c4,,"[{'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Aligning Agent Policies with Preferences: Human-Centered Interpretable Reinforcement Learning,"Stephanie Milani, Zhicheng Zhang, Nicholay Topin, Lirong Xia, Fei Fang",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36668,https://www.semanticscholar.org/paper/0f498fea75b6ffc2717b2407820612443bc575b5,0,0f498fea75b6ffc2717b2407820612443bc575b5,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
"""Accessibility people, you go work on that thing of yours over there"": Addressing Disability Inclusion in AI Product Organizations","Sanika Moharana, Cynthia L. Bennett, Erin Buehler, Michael Madaio, Vinita Tibdewal, Shaun K. Kane",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36669,https://www.semanticscholar.org/paper/570618892032333d4d7b51859b51f8c5c1be533b,1,570618892032333d4d7b51859b51f8c5c1be533b,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Operationalizing Critical Data Approaches in Fraud Detection in Latin America,"Ana Paula Moritz, Alayna Kennedy",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36670,https://www.semanticscholar.org/paper/d09f69c2163009b5aca1034fe9ad5550b1444bca,0,d09f69c2163009b5aca1034fe9ad5550b1444bca,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
The Transparency Dilemma: An Experiment on How AI Disclosures Affect Credibility Perceptions and Engagement Across Topics,"Sophie Morosoli, Emma Van der Goot, Valeria Reséndez, Claes de Vreese, Natali Helberger",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36671,https://www.semanticscholar.org/paper/59ba02fd5ac93c6f004ea4bc52e358eb2ec2b960,1,59ba02fd5ac93c6f004ea4bc52e358eb2ec2b960,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
Why (Not) Use AI? Analyzing People’s Reasoning and Conditions for AI Acceptability,"Jimin Mun, Wei Bin Au Yeong, Wesley Hanwen Deng, Jana Schaich Borg, Maarten Sap",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36673,https://www.semanticscholar.org/paper/32cf90fd9b89a82df3cab7f643d3b8d948e33042,3,32cf90fd9b89a82df3cab7f643d3b8d948e33042,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
"Co-Producing AI: Toward an Augmented, Participatory Lifecycle","Rashid A. Mushkani, Hugo Berard, Toumadher Ammar, Cassandre Chatonnier, Shin Koseki",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36674,https://www.semanticscholar.org/paper/65fcb35ba41a913df88cde99a866e37f7da290e3,1,65fcb35ba41a913df88cde99a866e37f7da290e3,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Reframing AI-for-Good: Radical Questioning in AI for Human Trafficking Interventions,"Pratheeksha Nair, Gabriel Lefebvre, Maryam Molamohammadi, Sophia Garrel, Reihaneh Rabbany",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36677,https://www.semanticscholar.org/paper/e9c25d1e3184eccc00b397f3281af1c005d49e30,0,e9c25d1e3184eccc00b397f3281af1c005d49e30,,"[{'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
From Categorical to Contextual: Interpreting High-Risk Classification for Profiling-Based AI Recommender Systems in the EU AI Act,Luca Nannini,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36678,https://www.semanticscholar.org/paper/158ae00f6b0bb67efcf114b3b929ef3440c65a79,0,158ae00f6b0bb67efcf114b3b929ef3440c65a79,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
When Less Regulation Means More Complexity: The EU AI Liability Directive Withdrawal and Its Impact on European Technological Competitiveness,Luca Nannini,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36679,https://www.semanticscholar.org/paper/8df32fd7aec892679ddcaa316ab619d29794db18,0,8df32fd7aec892679ddcaa316ab619d29794db18,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]"
